round,accuracy
1,95.2781142857143
2,95.98268571428571
3,97.63222857142857
4,97.91011428571429
5,98.54302857142855
6,98.68485714285717
7,98.78582857142857
8,98.81782857142858
9,98.8926857142857
10,98.94211428571427
