round,accuracy
1,62.591
2,67.00473333333335
3,69.08266666666667
4,70.51566666666666
5,71.7104
6,72.42813333333332
7,73.14299999999999
8,73.66413333333333
9,74.23006666666667
10,74.72346666666667
