round,accuracy
1,85.75439999999999
2,88.45097142857144
3,90.23445714285714
4,92.99234285714287
5,93.8969142857143
6,94.49314285714283
7,94.9588
8,95.3089714285714
9,95.60862857142858
10,95.83942857142858
