round,accuracy
1,81.51148571428573
2,84.95434285714288
3,87.82988571428574
4,89.73257142857143
5,91.70039999999999
6,92.4210857142857
7,93.0810857142857
8,93.43719999999999
9,93.77708571428572
10,94.01474285714285
