round,accuracy
1,76.70674285714286
2,79.07480000000001
3,80.32954285714285
4,81.37228571428571
5,82.43622857142856
6,83.458
7,84.33822857142856
8,85.28794285714288
9,86.06474285714286
10,86.75382857142858
